bus,total_rides
862656,1659534
897550,1659356
855556,1659323
994390,1659271
864434,1659222
1021597,1659095
1037493,1658989
951492,1658984
933417,1658967
999808,1658935
849319,1658916
856815,1658897
996558,1658882
877236,1658781
1006074,1658748
1019835,1658706
951134,1658560
863284,1658535
1062971,1658482
866785,1658452
898174,1658391
1024953,1658318
1036019,1658310
860741,1658286
905748,1658245
964506,1658148
912529,1658104
966032,1657967
1053516,1657964
1018196,1657928
1016259,1657867
965895,1657774
1030447,1657715
1039370,1657651
1026435,1657477
861203,1657459
891134,1657206
995334,1657199
951550,1657197
843206,1657188
905284,1657164
887592,1657033
1030943,1657000
1000224,1656882
998140,1656841
1014798,1656837
1037831,1656813
871211,1656765
1047188,1656716
889758,1656698
1045488,1656670
1027834,1656663
996077,1656625
1022047,1656443
984660,1656425
898172,1656414
1028359,1656403
893214,1656373
1025574,1656310
1007923,1656284
890949,1656258
866929,1656083
876232,1656078
1022926,1655907
1045152,1655891
970581,1655882
1039827,1655775
970757,1655703
1039212,1655672
1044279,1655623
833135,1655618
968278,1655255
1041992,1655026
982424,1654909
1031968,1654805
884181,1654790
1006367,1654721
930185,1654672
1028933,1654561
1012502,1654551
1004081,1654511
1036232,1654490
876677,1654457
902855,1654326
1015157,1654261
1039954,1654230
867670,1653951
1010629,1653856
853186,1653618
1050176,1653616
942044,1653586
994421,1653560
909192,1653421
1027299,1653304
1028004,1653301
856186,1653249
840571,1653235
990049,1653156
893699,1653154
1017021,1653038
871087,1652968
927050,1652939
1026141,1652775
1028140,1652757
1034388,1652728
956208,1652716
937937,1652666
997687,1652574
911949,1652508
1002297,1652468
909353,1652377
969081,1652330
1031451,1652095
1008863,1651929
1050962,1651875
1039393,1651828
858222,1651827
855770,1651699
1024955,1651678
1028540,1651612
1028065,1651431
1023750,1651404
1009837,1651364
968136,1651241
1012454,1651138
1029871,1651092
882832,1651073
891851,1651027
882030,1650991
1004748,1650925
1031015,1650865
916538,1650849
1007564,1650572
832088,1650555
939745,1650479
1051222,1650328
1030913,1650322
1002952,1650202
1012669,1650101
934492,1650099
904306,1650087
1018598,1650077
902567,1649943
887914,1649910
1030889,1649870
953976,1649816
982640,1649792
1033733,1649729
975376,1649723
984899,1649704
1031150,1649663
1050914,1649598
978050,1649596
842332,1649582
1029586,1649546
952105,1649490
869861,1649479
1025607,1649408
1025845,1649104
886380,1649098
1028392,1648994
879141,1648975
1036608,1648973
932928,1648903
999789,1648900
933210,1648756
1030970,1648749
1013066,1648619
974302,1648608
1030741,1648556
930469,1648473
877280,1648441
830024,1648434
1008879,1648362
1034666,1648311
954623,1648283
977293,1648122
1024462,1648069
1015964,1648068
994280,1648024
861844,1647919
1020267,1647794
841999,1647745
1020411,1647741
949218,1647474
859255,1647472
1024735,1647397
928067,1647390
850705,1647321
1000958,1647274
883108,1647255
1023397,1647159
1011742,1647037
879217,1646977
1016213,1646969
1032681,1646967
927014,1646899
1001890,1646630
1045944,1646532
1024367,1646530
898222,1646399
976377,1646223
882188,1646221
1046742,1646096
1029332,1646096
988688,1646067
1025487,1645896
1035400,1645684
1019631,1645618
877992,1645532
1019280,1645476
869500,1645468
994011,1645439
996747,1645352
1021166,1645222
1034472,1645195
1015490,1645177
1000007,1645168
1028462,1645128
1019684,1645067
1038368,1645040
862743,1644877
853333,1644751
1025283,1644700
964759,1644591
1006072,1644404
1004978,1644392
950660,1644363
1003925,1644345
1012339,1644313
834157,1644306
1021327,1644025
862352,1643885
867372,1643829
1035659,1643751
1006311,1643703
1022142,1643520
1020021,1643449
994913,1643420
874420,1643353
910038,1643331
855499,1643226
970873,1643154
1011052,1643097
1019942,1643028
917934,1642933
871577,1642925
1026667,1642810
1018227,1642780
846003,1642657
1016010,1642648
1018608,1642545
909446,1642348
1028938,1642261
1021788,1642251
995294,1642221
1019276,1642113
888288,1642075
1023743,1642043
890597,1642002
885886,1641996
1021045,1641935
1025965,1641933
868009,1641814
837532,1641805
1011645,1641638
875707,1641626
879397,1641432
1010219,1641415
1026348,1641372
928256,1641323
867478,1641299
998455,1641271
1015386,1641128
824823,1641087
898537,1641025
998603,1641001
1012191,1640990
1004574,1640974
854979,1640875
977274,1640746
903992,1640684
988332,1640590
859089,1640542
1014456,1640529
983953,1640504
904439,1640390
884506,1640388
846730,1640347
987234,1640304
845028,1640252
919858,1640215
1002814,1640113
903421,1640084
904717,1640079
852594,1640070
1020986,1639958
854763,1639906
1023641,1639679
1009651,1639595
1019002,1639482
866671,1639474
873177,1639439
1026913,1639402
1001838,1639396
948119,1639360
856722,1639313
945848,1639293
1011729,1639157
1018690,1639033
1021947,1638964
1012143,1638872
1001427,1638777
1018184,1638719
1012053,1638704
1000304,1638697
878633,1638695
916666,1638646
841232,1638565
866120,1638563
1005800,1638500
862939,1638378
923487,1638308
1018831,1638199
1024817,1638128
1000725,1638119
922329,1638093
1021269,1638037
981275,1637967
1022145,1637863
883059,1637809
825894,1637797
870740,1637335
953565,1637248
873844,1637065
962622,1637023
928137,1636990
872768,1636791
943997,1636778
844530,1636775
1018276,1636737
1031532,1636730
1007645,1636711
1003036,1636705
874922,1636697
913619,1636669
984239,1636514
1007561,1636506
919886,1636483
1019462,1636464
1030685,1636290
851167,1636184
1006911,1636119
1039918,1636104
829917,1636098
985291,1636096
1019132,1635937
1031200,1635835
927263,1635774
829287,1635561
864791,1635519
1000155,1635452
1017433,1635418
896430,1635395
860821,1635250
985569,1635195
919260,1635136
968474,1635135
814733,1635106
854042,1635095
948177,1635029
1006118,1635000
1037077,1634818
1002739,1634816
986289,1634771
1023629,1634727
859672,1634719
1012782,1634676
984189,1634623
1010412,1634609
985064,1634509
940534,1634507
1033040,1634458
1007667,1634371
883845,1634345
975508,1634335
1003988,1634284
840211,1634275
839178,1634146
998368,1634073
1007795,1634071
830757,1634048
1021380,1633837
959920,1633837
1036018,1633692
1015749,1633483
1011163,1633479
940512,1633455
960273,1633423
945179,1633250
995935,1633227
975213,1633055
998498,1633047
844826,1632927
997001,1632901
847394,1632798
1018705,1632772
956346,1632652
1006095,1632652
845564,1632573
1021900,1632489
974393,1632419
1032378,1632356
1019675,1632301
1007977,1632256
904344,1632232
1030456,1632112
1028531,1632095
870560,1631926
1003186,1631902
845450,1631872
934404,1631827
1004243,1631815
822257,1631806
993155,1631720
958820,1631692
1024901,1631638
873309,1631608
935073,1631606
1012097,1631601
1018483,1631544
928760,1631487
847144,1631480
860327,1631461
988382,1631450
850825,1631203
1002504,1631137
927149,1631124
844257,1631108
1008940,1631083
1011224,1631065
968593,1630991
945472,1630990
969691,1630960
938739,1630951
932136,1630938
1000900,1630829
1005516,1630687
848416,1630610
1030040,1630610
901872,1630546
992288,1630532
844761,1630524
1030435,1630388
1019983,1630335
1004115,1630270
923396,1630033
995530,1629989
1028432,1629784
1007666,1629737
878407,1629666
861907,1629651
922657,1629648
1013209,1629641
1013684,1629367
831076,1629329
834983,1629283
1005529,1629213
1029447,1629146
940943,1629138
878784,1629121
976117,1629053
1017685,1629032
974134,1628970
969861,1628966
920833,1628795
999636,1628758
853656,1628729
861042,1628702
999556,1628623
948808,1628507
912384,1628329
844483,1628305
973865,1628285
944119,1628210
1014222,1628141
855438,1627902
885449,1627859
1023189,1627704
845543,1627676
995429,1627436
1003608,1627422
946062,1627314
993752,1627306
870662,1627288
928457,1627159
1000933,1626973
871638,1626930
821372,1626770
1010608,1626719
1009067,1626603
1024235,1626587
932342,1626566
915006,1626506
961923,1626462
1015046,1626398
996607,1626382
991146,1626159
856513,1625971
973336,1625962
1006996,1625828
848169,1625576
910804,1625315
917610,1625259
1000153,1625242
1021640,1625241
974382,1625217
957337,1625164
1020098,1625125
881226,1625000
1009566,1624943
1015285,1624922
1010917,1624871
851045,1624869
1010462,1624849
1022368,1624796
888272,1624784
866995,1624762
965062,1624758
996142,1624745
986799,1624732
849532,1624730
904388,1624633
926794,1624611
850667,1624505
957125,1624500
987756,1624448
1007882,1624302
855055,1624288
841086,1624246
1018985,1624237
1021700,1624169
861286,1624154
1018065,1624151
836918,1624095
1015059,1624081
995884,1623862
1014122,1623828
956278,1623781
1017371,1623780
1020829,1623684
857532,1623653
853379,1623565
850783,1623552
889744,1623524
951511,1623512
994503,1623508
989694,1623495
1009271,1623473
949879,1623327
1014592,1623327
950753,1623140
822197,1623009
978739,1622884
1000130,1622856
931520,1622786
870130,1622715
1009154,1622601
1007989,1622587
1008846,1622513
965235,1622466
841014,1622465
954520,1622378
1017145,1622248
878946,1622237
1002029,1622210
989226,1622168
854725,1622164
1009519,1621958
863661,1621774
860569,1621749
1027036,1621538
789537,1621462
1020480,1621332
954018,1621276
946370,1621137
1013627,1620923
995849,1620845
852623,1620772
842904,1620726
890423,1620699
987466,1620687
1000971,1620682
864262,1620659
900934,1620586
825012,1620411
1018401,1620405
848195,1620310
912074,1620243
821694,1620210
924281,1620177
920436,1620157
1013106,1620153
955701,1620091
908375,1619992
984574,1619983
975173,1619966
928265,1619804
979697,1619781
866884,1619587
849255,1619524
1003184,1619393
1015376,1619241
973094,1619206
884033,1619165
996509,1619146
1011281,1618930
951988,1618867
1002003,1618827
1017904,1618818
1006969,1618755
994462,1618624
933636,1618623
982303,1618595
1009329,1618585
998608,1618431
974958,1618406
955902,1618369
1015667,1618350
988347,1618349
941631,1618336
965266,1618292
828551,1618229
999920,1618227
1010579,1618205
876478,1618109
1007760,1617997
855117,1617975
1005581,1617972
978387,1617927
1010171,1617889
915375,1617771
964687,1617711
906417,1617577
973736,1617572
940692,1617561
960115,1617541
999849,1617512
928525,1617389
885010,1617356
948970,1617257
859099,1617215
983087,1617130
1013530,1617091
864846,1617049
993188,1617048
882998,1617000
840619,1616985
1004199,1616984
1027003,1616867
1001382,1616766
854036,1616743
984240,1616693
865486,1616590
1010067,1616576
848592,1616566
1002993,1616556
1009567,1616449
1012565,1616442
1004928,1616344
1005400,1616276
996706,1616246
1015551,1616218
1019785,1616123
1011806,1616085
858520,1615726
1027855,1615538
836442,1615454
829744,1615451
856911,1615435
980770,1615434
865397,1615388
996959,1615387
994944,1615371
837802,1615336
838151,1615309
1004304,1615270
997324,1615206
959207,1615199
1007874,1615177
868232,1615127
968145,1615111
939524,1615101
859711,1615087
888293,1615031
912994,1614995
863548,1614638
869531,1614603
836275,1614599
1006467,1614549
1003896,1614515
975656,1614445
991907,1614388
1006857,1614293
995662,1614233
851050,1614178
1004257,1614134
988045,1614117
862784,1614099
856701,1614096
1003459,1614060
959706,1613997
1001832,1613880
999214,1613609
745499,1613463
1007218,1613192
992857,1613098
907631,1613066
1005218,1613040
985865,1613039
914261,1613024
1004041,1613016
834141,1612964
903084,1612802
857402,1612761
1011915,1612646
883395,1612644
1015673,1612601
869148,1612501
997077,1612491
1000946,1612317
840819,1612311
966555,1612280
819907,1612268
935381,1612168
843103,1612044
850702,1611833
858961,1611810
836193,1611615
841111,1611593
992928,1611377
1000287,1611327
962402,1611211
860700,1611053
938460,1611042
915219,1611005
990268,1610955
961592,1610780
976231,1610736
899886,1610725
1017219,1610668
918605,1610607
997640,1610603
1020038,1610531
900837,1610466
987195,1610432
1002940,1610382
955467,1610380
844694,1610346
985250,1610293
959307,1610242
841090,1610234
832864,1610124
966889,1610112
872967,1610041
997007,1609984
1000630,1609935
911187,1609922
998232,1609908
999392,1609900
871183,1609880
997101,1609870
858498,1609834
978501,1609819
1007699,1609698
827024,1609418
1011650,1609397
944367,1609290
1010307,1609194
821308,1609166
1028235,1609079
1011530,1609034
938980,1609026
880521,1608985
992211,1608917
846717,1608856
1008390,1608814
1012514,1608800
994277,1608774
932486,1608567
1016162,1608491
980494,1608487
1003414,1608255
988681,1608215
927114,1608198
998059,1608159
951363,1608159
1009365,1608117
817948,1608111
931578,1608069
945326,1607890
1009879,1607866
830091,1607849
894122,1607819
963999,1607809
859477,1607784
836125,1607747
994530,1607733
992432,1607717
1002470,1607673
822281,1607527
940753,1607421
1005307,1607403
968563,1607378
991173,1607309
838839,1607300
941928,1607207
739138,1607200
838405,1607199
978585,1607172
986927,1607162
977974,1607129
972893,1607097
1005940,1607096
926905,1606961
979823,1606904
930427,1606775
829938,1606714
836436,1606635
1006184,1606498
963532,1606495
954467,1606482
898783,1606340
966448,1606300
982979,1606269
995233,1606252
996730,1606190
929572,1606189
824006,1606132
854155,1606106
1003187,1606053
949316,1605975
981515,1605939
1007657,1605893
916275,1605892
863043,1605772
875970,1605768
972593,1605757
819596,1605735
1007381,1605719
969271,1605715
935330,1605712
831869,1605565
1009923,1605529
987896,1605442
743458,1605412
977852,1605361
862380,1605352
866171,1605345
995926,1605286
888500,1605272
936932,1605156
1002714,1605153
983825,1605082
1000608,1605025
912362,1605019
919676,1604960
964565,1604835
826465,1604831
876615,1604752
1012943,1604714
1005936,1604713
846572,1604679
1011812,1604570
859470,1604565
1005555,1604497
991473,1604465
1004068,1604363
1017451,1604356
902916,1604283
1007100,1604181
999166,1604010
975703,1603894
857759,1603811
921043,1603798
971169,1603758
986749,1603726
925381,1603721
1012207,1603662
973860,1603650
996258,1603615
888294,1603467
925826,1603427
825739,1603424
1002989,1603394
976988,1603280
958546,1603229
1002171,1603191
914499,1603148
833348,1603140
987014,1603115
995561,1603064
1008102,1603054
987623,1603024
844666,1602880
982237,1602816
1005376,1602792
927651,1602715
846174,1602649
952603,1602570
843988,1602443
979795,1602428
840399,1602414
992041,1602320
839704,1602277
827983,1602256
961627,1602063
958011,1601976
988281,1601903
973038,1601895
835732,1601855
1012716,1601759
1007360,1601736
859775,1601697
836999,1601652
906400,1601641
985177,1601563
850254,1601511
838748,1601466
1008215,1601341
973719,1601267
847910,1601118
990166,1601011
840494,1600965
998489,1600887
824598,1600859
999890,1600838
981183,1600833
858032,1600654
883958,1600608
991795,1600486
990416,1600429
995228,1600421
882740,1600404
817445,1600283
1001423,1600206
824327,1600103
998632,1599996
988557,1599867
988095,1599861
816628,1599846
1008613,1599706
808260,1599683
953538,1599600
911699,1599595
857791,1599501
997803,1599482
832762,1599474
985583,1599441
820929,1599369
990782,1599267
955129,1599208
975689,1599116
955057,1599068
1005698,1599041
986992,1598977
983434,1598953
894827,1598930
934232,1598763
820198,1598684
848867,1598602
981316,1598566
956423,1598544
873759,1598530
991661,1598496
1003029,1598404
982687,1598394
824140,1598347
957097,1598341
991858,1598339
835226,1598281
978614,1598270
1006535,1598253
978082,1598227
986048,1598154
996383,1598030
872079,1597891
958553,1597861
763271,1597698
927185,1597584
980561,1597535
948139,1597534
996804,1597528
871449,1597438
836909,1597436
990460,1597432
1007654,1597391
831758,1597200
984740,1597117
944081,1597089
1005654,1597069
964479,1597032
765341,1596969
826138,1596645
838762,1596621
977527,1596422
981842,1596247
932000,1596168
839934,1596030
979910,1596027
995075,1596005
978490,1595963
900717,1595860
987793,1595849
974311,1595833
944912,1595813
883243,1595807
855387,1595337
927125,1595311
989736,1595300
847371,1595208
833516,1594915
846658,1594859
993731,1594791
1016117,1594754
992101,1594729
998290,1594708
901635,1594708
939708,1594556
837828,1594532
815110,1594444
996362,1594366
951092,1594325
997471,1594271
993754,1594193
972435,1593990
823620,1593981
894283,1593841
983964,1593790
822266,1593734
969826,1593700
977752,1593697
962640,1593642
824479,1593639
967583,1593615
1000741,1593595
845146,1593559
988657,1593401
986714,1593372
898114,1593060
819351,1592989
1002592,1592879
851906,1592852
986399,1592701
985906,1592670
795162,1592586
850090,1592535
817931,1592370
994227,1592368
941694,1592226
1009642,1592129
955995,1591877
880457,1591672
957351,1591561
837676,1591536
954848,1591522
890894,1591346
885107,1591321
864622,1591146
981259,1590919
990484,1590911
846418,1590861
832775,1590789
848951,1590724
863201,1590544
867861,1590517
952099,1590500
834308,1590468
992418,1590298
984587,1590262
820219,1590225
841498,1590207
830925,1590053
846696,1589965
856547,1589934
982046,1589904
984692,1589856
981180,1589819
855515,1589611
817244,1589611
999630,1589540
821063,1589523
814805,1589344
911309,1589303
868378,1589192
953034,1589163
973423,1589150
933153,1589024
959741,1588963
979617,1588942
827322,1588791
978881,1588777
894999,1588569
839566,1588542
850333,1588492
901097,1588431
995060,1588374
939982,1588294
860867,1588251
982523,1588169
839788,1588075
827394,1588055
964793,1588048
982943,1588040
904464,1588017
1000415,1587992
986615,1587975
827684,1587894
984483,1587888
961357,1587861
832163,1587721
833427,1587671
977279,1587649
829572,1587639
840370,1587551
995268,1587521
953759,1587498
981163,1587385
864926,1587330
816338,1587256
977794,1587241
995062,1587136
853904,1587071
838143,1587009
984884,1586936
988982,1586874
834718,1586861
958879,1586646
960835,1586477
841282,1586450
835118,1586395
930518,1586379
986212,1586345
944575,1586330
820013,1586190
1001321,1586113
964736,1585964
981590,1585923
827779,1585839
828661,1585820
949551,1585787
980140,1585587
1000310,1585498
992696,1585464
833632,1585403
989259,1585235
948964,1585107
937281,1585019
805970,1584990
846033,1584941
1001778,1584925
948719,1584908
934562,1584902
834369,1584886
939412,1584842
993245,1584646
983090,1584579
960901,1584426
842926,1584385
840135,1584334
967899,1584317
918501,1584295
981698,1584261
957514,1584079
931456,1584021
894461,1583982
953483,1583926
840610,1583911
935717,1583829
982986,1583784
969091,1583781
829652,1583762
968963,1583702
946285,1583616
916810,1583368
951852,1583362
837430,1583345
788803,1583299
990597,1583229
939175,1583162
877526,1583130
846274,1583083
820511,1582964
771256,1582892
880771,1582887
888128,1582854
817943,1582854
985390,1582764
828739,1582723
819740,1582639
945057,1582486
812947,1582473
990534,1582429
801344,1582348
994830,1582343
849440,1582091
963191,1582056
834401,1581792
982207,1581775
976440,1581683
964240,1581643
817478,1581633
980049,1581625
993813,1581579
956533,1581543
966708,1581522
961316,1581456
988154,1581403
810388,1581308
789783,1581251
1003932,1581218
990801,1581091
977261,1581077
820529,1580840
835143,1580839
801205,1580682
851128,1580589
841425,1580366
957022,1580274
938226,1580180
974052,1580031
937838,1579983
973118,1579653
944301,1579627
985931,1579573
895201,1579568
980962,1579473
944274,1579268
921768,1579254
974450,1579167
941737,1579055
816652,1579017
844484,1578948
913888,1578888
949845,1578861
981973,1578861
841278,1578813
890066,1578794
952445,1578739
962917,1578549
974895,1578496
923590,1578446
975883,1578431
987516,1578403
968366,1578336
978377,1578282
955084,1578240
945888,1578221
988420,1578084
915814,1577996
1014168,1577957
980674,1577870
820745,1577847
834979,1577703
822516,1577687
980582,1577626
835362,1577542
955991,1577532
823032,1577497
787285,1577487
822152,1577409
849106,1577405
831766,1577392
978577,1577323
979719,1577317
985622,1577293
791635,1577272
833819,1577268
985014,1577132
969159,1577123
841181,1577091
786823,1577000
936777,1576989
973391,1576847
837738,1576842
994112,1576758
978871,1576690
988485,1576577
841336,1576520
839312,1576480
978424,1576367
832686,1576188
970886,1576126
971148,1575946
985221,1575927
908070,1575677
954238,1575666
932601,1575568
992251,1575481
981996,1575472
969174,1575373
795778,1575271
973415,1575266
968576,1575248
960775,1575069
964783,1575056
831467,1575054
908352,1575017
991682,1574887
950712,1574739
986130,1574702
837820,1574688
976703,1574685
842760,1574618
846789,1574505
976392,1574478
979369,1574472
969572,1574455
987827,1574399
809744,1574355
913649,1574307
813718,1574276
915404,1574221
977382,1574147
841494,1573989
900144,1573933
823395,1573867
769172,1573807
885007,1573754
969387,1573549
921926,1573418
827473,1573403
857137,1573358
819393,1573325
954392,1573305
985057,1573272
833911,1573158
960153,1573124
827890,1573079
819988,1573050
893443,1572973
971894,1572928
962556,1572878
813407,1572801
946431,1572567
822289,1572564
826497,1572561
989316,1572492
992913,1572399
955926,1572177
1001268,1572030
984054,1571929
995434,1571895
909752,1571878
829498,1571713
831241,1571629
917102,1571539
973201,1571373
959679,1571352
970374,1571329
815500,1571271
813320,1571255
822423,1571126
824482,1571093
830500,1571079
973679,1571065
964967,1571010
980220,1570997
825182,1570983
982070,1570976
817204,1570865
976783,1570811
936684,1570791
826998,1570774
980935,1570703
841583,1570687
820884,1570577
801496,1570446
794813,1570308
979788,1570234
940525,1570200
989393,1570117
971525,1569909
939133,1569886
824305,1569790
994622,1569738
919219,1569583
828074,1569463
967218,1569412
976147,1569134
965152,1569100
968509,1568944
909673,1568908
988876,1568871
985528,1568856
819425,1568812
827073,1568681
978244,1568647
941671,1568578
937018,1568436
811178,1568429
801697,1568414
971218,1568379
979411,1568268
946466,1568229
962864,1568213
961149,1568192
949691,1568142
947130,1568136
933625,1568109
965359,1568107
911994,1568090
948555,1568082
811376,1568015
946077,1567909
829925,1567901
970928,1567771
968643,1567761
973017,1567606
978944,1567600
952091,1567454
946232,1567289
975244,1567286
830802,1567144
965718,1567138
973482,1567078
911057,1567077
922492,1566980
823901,1566966
899339,1566936
939642,1566924
830257,1566896
907237,1566744
983784,1566658
956775,1566507
819948,1566469
829266,1566426
836089,1566376
808244,1566225
839274,1566219
979678,1566113
999975,1566111
821645,1565968
939278,1565936
974188,1565930
827183,1565895
987016,1565715
829125,1565676
913762,1565665
966808,1565588
816268,1565574
929003,1565536
797432,1565485
947047,1565448
812960,1565346
970605,1565193
939442,1565054
939518,1564764
980484,1564757
802468,1564612
817980,1564530
973303,1564448
988315,1564432
979955,1564411
975876,1564379
919713,1564252
821267,1564236
970826,1564180
943891,1564169
786060,1564008
994499,1563955
969657,1563933
963837,1563876
967236,1563875
913445,1563804
955758,1563767
902498,1563709
961857,1563695
962206,1563694
916905,1563683
967658,1563622
968581,1563505
817833,1563487
961552,1563399
966524,1563334
789859,1563329
982542,1563218
967153,1563185
980033,1563057
922552,1563042
945502,1563020
965244,1562979
810976,1562941
969195,1562871
901332,1562758
977036,1562654
831431,1562510
827885,1562471
808630,1562393
965324,1562363
940207,1562268
959193,1562240
933626,1562158
824134,1562009
916793,1561859
975766,1561788
972407,1561766
951154,1561706
823619,1561698
952232,1561672
829608,1561600
817334,1561591
979843,1561455
978201,1561327
975226,1561274
968109,1561047
812806,1560939
966295,1560803
879535,1560772
771626,1560621
968823,1560468
968847,1560369
944694,1560114
942284,1560101
822703,1560100
732776,1560024
945311,1559977
803570,1559948
935763,1559929
970860,1559904
954930,1559887
913022,1559814
928354,1559709
963349,1559575
973653,1559434
889540,1559408
974391,1559352
791868,1559088
763703,1559036
913925,1558919
973200,1558867
797917,1558824
961009,1558813
967683,1558576
931658,1558451
838965,1558410
894993,1558380
961731,1558282
837214,1558146
945629,1558135
973358,1558130
949705,1557792
857014,1557756
957288,1557561
807427,1557538
824209,1557512
982617,1557485
790853,1557412
974101,1557348
960667,1557279
821006,1557264
776906,1557263
813348,1557206
866326,1557201
944122,1557150
961715,1557046
959598,1557039
937261,1556942
980090,1556837
931235,1556744
952201,1556346
807318,1556301
879035,1556231
967733,1556153
967479,1556134
786956,1556118
955273,1556008
966045,1555982
907011,1555961
817633,1555955
953214,1555839
954629,1555754
970537,1555692
969634,1555607
969829,1555578
842139,1555394
801439,1555392
797055,1555174
911992,1555009
945983,1554622
958977,1554606
856591,1554584
967725,1554552
899672,1554331
804497,1554257
960649,1554186
823654,1554162
970166,1553951
835641,1553945
942731,1553733
806358,1553709
959174,1553573
959147,1553542
802893,1553512
816399,1553365
932943,1553304
832724,1553207
799986,1553170
962171,1553136
953427,1552922
838201,1552873
855068,1552845
845669,1552796
922627,1552710
922330,1552639
978308,1552456
902598,1552279
829268,1552255
939471,1552178
838312,1552170
931849,1552106
900776,1552089
946314,1552051
815440,1551991
890776,1551926
825185,1551840
973924,1551758
960594,1551620
978842,1551606
937452,1551257
807735,1551202
953661,1551105
957521,1551096
959432,1550991
984913,1550838
880496,1550778
951569,1550713
909623,1550699
781438,1550637
962243,1550635
948966,1550475
795923,1550425
902342,1550291
952120,1550266
963013,1550117
923931,1550095
950814,1549791
939774,1549775
945137,1549589
825472,1549484
965692,1549421
938177,1549396
967930,1549261
927173,1549257
923332,1549104
824632,1549031
928442,1548994
957823,1548976
807383,1548850
945699,1548669
937942,1548559
934322,1548484
959547,1548479
958236,1548440
955681,1548403
817284,1548343
785446,1548256
935427,1548192
812450,1548131
927302,1547913
969715,1547868
809433,1547859
956180,1547805
808945,1547802
926462,1547793
796310,1547737
813217,1547664
779092,1547623
816750,1547587
909305,1547361
961776,1547328
797511,1547270
901476,1547256
947482,1547251
820746,1547222
937066,1547135
962889,1547038
798350,1547032
790945,1546968
928563,1546792
906761,1546740
942685,1546723
783337,1546611
935843,1546390
945720,1546302
920250,1546190
814607,1546178
966919,1546147
763112,1546132
765291,1546104
957453,1545946
779201,1545893
975822,1545853
805911,1545751
937251,1545711
816229,1545705
803296,1545507
740366,1545318
954938,1545306
847700,1545300
959859,1545291
926014,1545290
954156,1544983
951340,1544681
963027,1544671
815252,1544671
806325,1544652
960973,1544612
905242,1544607
825842,1544491
969112,1544484
966701,1544468
962103,1544248
762562,1544215
805130,1544111
803920,1544082
820536,1544068
920020,1544054
783799,1543786
951686,1543711
906377,1543689
769513,1543641
919288,1543626
930188,1543535
880047,1543352
777389,1543243
971292,1543103
882944,1543089
958446,1543053
808858,1543039
767967,1542998
774239,1542958
946693,1542817
804783,1542786
790016,1542778
945145,1542745
815370,1542633
955413,1542461
917526,1542247
815353,1542225
943384,1542198
912314,1542090
784003,1542009
927625,1541988
766503,1541846
817750,1541828
922491,1541790
916046,1541578
950222,1541547
833785,1541531
935443,1541494
926286,1541482
953969,1541472
961806,1541471
895640,1541378
818087,1541361
762811,1541277
820477,1541246
948181,1541195
946475,1541056
825049,1540808
808848,1540786
770692,1540708
953532,1540584
813056,1540560
755516,1540464
808026,1540446
930259,1540243
785859,1540169
943108,1540113
948308,1540105
945286,1540028
812217,1539949
958969,1539938
906725,1539909
931679,1539869
954707,1539794
906945,1539664
939108,1539556
807951,1539286
758033,1539184
897731,1539027
942643,1538931
791556,1538867
936013,1538750
915690,1538738
938390,1538726
941632,1538683
776609,1538620
962323,1538611
783253,1538489
878531,1538419
905263,1538341
945657,1538234
862334,1538228
917757,1538196
810646,1538104
809607,1538095
933588,1538003
812492,1537687
806718,1537686
821828,1537615
956974,1537527
957377,1537517
806103,1537501
765040,1537390
778502,1537382
772083,1537340
753196,1537214
945280,1537195
940459,1537011
934667,1536831
870446,1536825
968792,1536805
965734,1536790
876460,1536728
964387,1536697
819275,1536625
923474,1536601
816056,1536473
955066,1536453
834640,1536417
809305,1536375
898767,1536335
804320,1536327
886828,1536307
782419,1536205
929636,1536173
794129,1536063
882797,1535915
938160,1535881
778530,1535810
951407,1535797
948268,1535433
931626,1535286
800348,1535277
940805,1535205
937662,1535096
810290,1535051
945096,1534936
758596,1534840
925504,1534619
921906,1534350
768946,1533814
848703,1533688
953320,1533358
941136,1533181
935542,1533175
948614,1533131
825150,1533024
942389,1532990
788585,1532922
905210,1532778
941513,1532721
948507,1532627
829429,1532614
810928,1532552
968005,1532409
972798,1532361
954873,1532309
927830,1532141
807973,1532068
782892,1532028
921233,1532001
859701,1531650
924772,1531534
763505,1531519
963808,1531499
920983,1531443
783381,1531300
808863,1531286
876069,1531207
815911,1531154
929593,1531062
788682,1531037
936654,1530995
946620,1530987
910468,1530932
889994,1530893
776582,1530731
947581,1530689
807829,1530463
913200,1530244
863375,1530203
798511,1530127
749664,1530053
927898,1529994
891705,1529833
774728,1529646
806770,1529441
918474,1529417
919985,1529366
949847,1529334
943649,1529239
886147,1529069
761712,1528889
961334,1528854
906650,1528810
795146,1528808
799551,1528782
908424,1528779
947079,1528751
786388,1528734
954299,1528636
800537,1528585
784341,1528517
803410,1528501
947433,1528449
863581,1528087
927597,1528065
797393,1528062
912348,1528056
797072,1528013
803622,1527852
936467,1527794
939161,1527791
914452,1527728
929083,1527621
906629,1527620
792091,1527599
944065,1527577
782272,1527518
807239,1527516
926613,1527460
941999,1527358
939542,1527243
953979,1527228
762943,1527210
931752,1527130
791393,1527112
901782,1527106
820833,1527075
794430,1527037
934712,1527031
799164,1526933
795077,1526902
823084,1526895
948814,1526885
